id,name,email,age,year_of_study,shirt_size,university,dietary_restrictions,programming_skills,experience_level,hackathons_done,interests,preferred_role,interest_in_challenges,preferred_languages,friend_registration,preferred_team_size,availability,Tryhard,Learner,Rookie,Portfolio,Experience
2ebad15c-c0ef-4c04-ba98-c5d98403a90c,Sara Vilar,sara_vilar@gmail.com,21,4th year,S,Universitat Internacional de Catalunya (UIC),None,"{'Data Visualization': 2, 'Flask': 4, 'React Native': 6, 'UI/UX Design': 3, 'TypeScript': 3, 'Git': 2, 'React': 5, 'MongoDB': 2, 'HTML/CSS': 5}",Intermediate,2,"['Fintech', 'Blockchain', 'Cybersecurity', 'Productivity']",Design,"['Mango Challenge', 'Restb.ai Challenge', 'AED Challenge']","['English', 'Catalan']",[],4,"{'Saturday morning': True, 'Saturday afternoon': True, 'Saturday night': False, 'Sunday morning': True, 'Sunday afternoon': True}",0,0,0,0,0
a00428a2-14a2-4fb1-838a-22394778ec88,Aurora Wells,aurora_wells@gmail.com,20,3rd year,L,Universitat Pompeu Fabra (UPF),Vegetarian,"{'React': 4, 'PostgreSQL': 5, 'Figma': 7, 'SQL': 2}",Intermediate,5,"['Productivity', 'Enterprise', 'DevOps', 'Health', 'Robotic Process Automation', 'AR/VR']",Analysis,"['AED Challenge', 'Mango Challenge', 'Restb.ai Challenge']",['English'],[],3,"{'Saturday morning': True, 'Saturday afternoon': False, 'Saturday night': True, 'Sunday morning': False, 'Sunday afternoon': True}",0,0,0,0,0
ab4b5790-0e6b-43db-bbaa-8670554f0cc8,Anaïs Giacomo,anas_giacomo@outlook.com,21,3rd year,M,Universidad de Sevilla,None,"{'PostgreSQL': 4, 'TensorFlow': 5, 'Computer Vision': 6, 'Agile Methodology': 3}",Intermediate,2,"['Lifehacks', 'Health', 'Cybersecurity', 'Communication', 'Music/Art', 'DevOps']",Analysis,"['Restb.ai Challenge', 'Mango Challenge', 'AED Challenge']","['English', 'Spanish', 'French', 'German', 'Italian']",[],4,"{'Saturday morning': True, 'Saturday afternoon': True, 'Saturday night': True, 'Sunday morning': True, 'Sunday afternoon': True}",0,0,0,0,0
cda2fafe-4b1e-4581-9fe0-1fb6d3e79aa3,Luna Solà.,luna_sol.@yahoo.com,21,3rd year,L,Universitat Internacional de Catalunya (UIC),None,"{'IoT': 4, 'HTML/CSS': 6, 'MongoDB': 5, 'Blockchain': 6, 'AWS/Azure/GCP': 2, 'Figma': 6}",Intermediate,2,"['Mobile', 'Cybersecurity', 'Quantum', 'E-commerce/Retail', 'Music/Art', 'Blockchain', 'Robotic Process Automation']",Design,"['Restb.ai Challenge', 'AED Challenge', 'Mango Challenge']","['English', 'Catalan']","['13a8194a-79a9-4004-8711-e6d89efa0014', '2a4877f6-c699-46a6-971f-1d1c75977ae8']",4,"{'Saturday morning': True, 'Saturday afternoon': True, 'Saturday night': False, 'Sunday morning': True, 'Sunday afternoon': True}",0,0,0,0,0
624f4677-d31a-4ecf-a7de-5df7392f9579,Evelyn Winters,evelyn_winters@outlook.com,20,3rd year,S,Universitat Politècnica de Catalunya (UPC),None,"{'iOS Development': 2, 'Flask': 6, 'TensorFlow': 2, 'AWS/Azure/GCP': 3, 'SQL': 2, 'Computer Vision': 4, 'MongoDB': 2, 'JavaScript': 6}",Intermediate,2,"['Quantum', 'Fintech', 'Blockchain', 'DevOps', 'Lifehacks', 'Cybersecurity', 'E-commerce/Retail', 'Gaming', 'IoT']",Design,"['Restb.ai Challenge', 'AED Challenge', 'Mango Challenge']",['English'],[],4,"{'Saturday morning': True, 'Saturday afternoon': True, 'Saturday night': True, 'Sunday morning': True, 'Sunday afternoon': True}",0,0,0,0,0
e3464b47-0c0a-41d7-9750-a21adb889205,Emily Rachel Winston,emily_rachel_winston@gmail.com,20,3rd year,S,Universitat Pompeu Fabra (UPF),None,"{'SQL': 6, 'Blockchain': 3, 'pytorch': 4, 'python': 4, 'Agile': 7, 'android': 4, 'react': 5}",Intermediate,4,"['Robotic Process Automation', 'E-commerce/Retail', 'Machine Learning/AI', 'Quantum']",Design,"['Restb.ai Challenge', 'AED Challenge', 'Mango Challenge']",['English'],[],4,"{'Saturday morning': True, 'Saturday afternoon': True, 'Saturday night': True, 'Sunday morning': False, 'Sunday afternoon': True}",0,0,0,0,0
97a555b7-99a5-4a5e-8f47-631d5507e25a,Ruby Wynter,ruby_wynter@outlook.com,22,4th year,M,Universitat Internacional de Catalunya (UIC),Vegetarian,"{'iOS Development': 4, 'TensorFlow': 4, 'Rust': 7, 'Flutter': 5, 'Figma': 7}",Intermediate,3,"['Mobile', 'Fintech', 'Lifehacks']",Development,"['Mango Challenge', 'AED Challenge', 'Restb.ai Challenge']",['English'],[],4,"{'Saturday morning': True, 'Saturday afternoon': True, 'Saturday night': True, 'Sunday morning': True, 'Sunday afternoon': True}",0,0,0,0,0
725b1704-4da0-423d-b51a-b465f2a41906,Ana Isabel Serraño.,ana_isabel_serrano.@gmail.com,18,2nd year,M,Universitat Politècnica de Catalunya (UPC),Vegetarian,"{'iOS Development': 4, 'UI/UX Design': 4, 'Java': 2, 'Rust': 4, 'JavaScript': 5}",Intermediate,5,"['Machine Learning/AI', 'Communication', 'IoT', 'Health', 'E-commerce/Retail']",Development,"['AED Challenge', 'Mango Challenge', 'Restb.ai Challenge']","['English', 'Catalan', 'Spanish']","['ae5a6bbe-8911-4195-9589-4ce25d6ddc8e', 'b8d50918-f0b5-4452-aae3-c097eafd99ab']",4,"{'Saturday morning': True, 'Saturday afternoon': True, 'Saturday night': False, 'Sunday morning': True, 'Sunday afternoon': True}",0,0,0,0,0
14cf6a5f-7e48-49c8-9e59-522fe1178ad8,Alessandra Pérez Oliveira,alessandra_prez_oliveira@gmail.com,20,2nd year,M,Universitat Politècnica de Catalunya (UPC),None,"{'Agile Methodology': 6, 'PostgreSQL': 6, 'iOS Development': 3, 'Flask': 6, 'HTML/CSS': 4, 'Flutter': 7}",Intermediate,5,"['Machine Learning/AI', 'E-commerce/Retail', 'Productivity', 'Social Good']",Design,"['Mango Challenge', 'Restb.ai Challenge', 'AED Challenge']","['English', 'Catalan', 'Portuguese']",[],4,"{'Saturday morning': True, 'Saturday afternoon': True, 'Saturday night': True, 'Sunday morning': True, 'Sunday afternoon': True}",0,0,0,0,0
359f324b-b3ec-4770-8a60-86493503fee4,Alessia Winston,alessia_winston@gmail.com,20,2nd year,S,Politecnico di Milano,None,"{'PostgreSQL': 3, 'IoT': 6, 'Blockchain': 7, 'Python': 5}",Intermediate,5,"['E-commerce/Retail', 'Databases', 'IoT']",Don't know,"['Restb.ai Challenge', 'AED Challenge', 'Mango Challenge']","['English', 'Italian']",[],4,"{'Saturday morning': True, 'Saturday afternoon': True, 'Saturday night': True, 'Sunday morning': False, 'Sunday afternoon': True}",0,0,0,0,0
7961223b-759b-43e9-b817-99f9d6878f46,Antoine Lefebvre.,antoine_lefebvre.@gmail.com,19,2nd year,L,École Polytechnique,None,"{'Docker': 3, 'Data Visualization': 4, 'SQL': 6, 'Python': 6, 'Natural Language Processing': 2, 'JavaScript': 7, 'React Native': 4, 'C++': 2}",Intermediate,2,"['Music/Art', 'AR/VR', 'Mobile', 'Quantum', 'IoT']",Visualization,"['Restb.ai Challenge', 'Mango Challenge', 'AED Challenge']",['French'],[],4,"{'Saturday morning': True, 'Saturday afternoon': True, 'Saturday night': True, 'Sunday morning': True, 'Sunday afternoon': True}",0,0,0,0,0
9fe09efc-d630-48c7-9a4d-f0cf09670a13,Ava Wynter,ava_wynter@outlook.com,19,1st year,M,Universitat Autònoma de Barcelona (UAB),None,"{'Rust': 1, 'Go': 4}",Beginner,0,"['AR/VR', 'E-commerce/Retail', 'Voice skills', 'Health', 'Blockchain', 'Music/Art']",Development,"['AED Challenge', 'Restb.ai Challenge', 'Mango Challenge']",['English'],[],4,"{'Saturday morning': True, 'Saturday afternoon': True, 'Saturday night': True, 'Sunday morning': True, 'Sunday afternoon': True}",0,0,0,0,0
b5af3cda-f580-4f90-a73a-4f13801dcc57,Sofia Rose Navarro,sofia_rose_navarro@gmail.com,19,2nd year,M,Universidad de Granada,None,"{'Blockchain': 4, 'PostgreSQL': 2, 'Computer Vision': 5, 'Python': 3, 'TypeScript': 6}",Intermediate,2,"['Education', 'Health', 'Quantum', 'IoT']",Design,"['Mango Challenge', 'AED Challenge', 'Restb.ai Challenge']","['English', 'Spanish']",[],4,"{'Saturday morning': True, 'Saturday afternoon': True, 'Saturday night': True, 'Sunday morning': True, 'Sunday afternoon': True}",0,0,0,0,0
fc5ab53d-376c-495d-8c48-3baf8ecfc6ed,Ava Flynn,ava_flynn@gmail.com,17,1st year,M,Universitat de Lleida (UDL),None,"{'HTML/CSS': 4, 'SQL': 1}",Beginner,1,"['E-commerce/Retail', 'Lifehacks', 'Quantum']",Don't know,"['Restb.ai Challenge', 'Mango Challenge', 'AED Challenge']",['English'],[],4,"{'Saturday morning': True, 'Saturday afternoon': True, 'Saturday night': True, 'Sunday morning': True, 'Sunday afternoon': True}",0,0,0,0,0
f257011d-9eab-4622-adda-02392f0fa8ca,Mariona Wells,mariona_wells@gmail.com,20,3rd year,M,Universitat Politècnica de Catalunya (UPC),None,"{'AWS/Azure/GCP': 3, 'React': 3, 'SQL': 2, 'Python': 6}",Intermediate,5,"['Lifehacks', 'Design', 'Web', 'Gaming']",Don't know,"['Restb.ai Challenge', 'AED Challenge', 'Mango Challenge']","['English', 'Catalan']",[],4,"{'Saturday morning': True, 'Saturday afternoon': True, 'Saturday night': False, 'Sunday morning': True, 'Sunday afternoon': True}",0,0,0,0,0
57fffc51-bcc8-4c36-afbe-795295e4a009,Alejandro Vicens Rodríguez,alejandro_vicens_rodrguez@gmail.com,20,3rd year,XL,Universitat Ramon Llull (URL),None,"{'Git': 3, 'Rust': 4, 'Figma': 2, 'Natural Language Processing': 2, 'Python': 2, 'Data Analysis': 4, 'iOS Development': 4}",Intermediate,1,"['Health', 'DevOps', 'Mobile', 'Machine Learning/AI', 'Education', 'E-commerce/Retail']",Design,"['AED Challenge', 'Restb.ai Challenge', 'Mango Challenge']","['English', 'Catalan', 'Spanish']",[],4,"{'Saturday morning': True, 'Saturday afternoon': True, 'Saturday night': True, 'Sunday morning': True, 'Sunday afternoon': True}",0,0,0,0,0
22df404a-20e7-40e9-a9ad-59a743dff09f,Sofía Elena Russell.,sofa_elena_russell.@gmail.com,18,2nd year,L,Universidad de Valencia,None,"{'IoT': 1, 'Rust': 4, 'TypeScript': 4}",Beginner,0,"['IoT', 'Mobile', 'Social Good', 'Fintech', 'Gaming', 'DevOps', 'Productivity', 'Web', 'AR/VR']",Design,"['AED Challenge', 'Restb.ai Challenge', 'Mango Challenge']","['English', 'Spanish']","['b6922470-df9d-4b64-84e6-6852f681f69c', '325e158b-bd36-48f6-9aea-cf55426808fb']",3,"{'Saturday morning': True, 'Saturday afternoon': True, 'Saturday night': True, 'Sunday morning': True, 'Sunday afternoon': True}",0,0,0,0,0
50ac00ab-42d5-40ae-a7da-ad69a687b7cb,Emily Ann Welles,emily_ann_welles@gmail.com,20,3rd year,S,Universitat Ramon Llull (URL),None,"{'Android Development': 4, 'JavaScript': 7, 'TypeScript': 7, 'Blockchain': 9, 'C++': 6, 'MongoDB': 5, 'Python': 4, 'AWS/Azure/GCP': 9, 'React': 9, 'HTML/CSS': 5, 'Git': 9}",Advanced,5,"['Music/Art', 'Blockchain', 'Design', 'Voice skills', 'Machine Learning/AI', 'Productivity']",Analysis,"['AED Challenge', 'Mango Challenge', 'Restb.ai Challenge']",['English'],[],4,"{'Saturday morning': True, 'Saturday afternoon': True, 'Saturday night': True, 'Sunday morning': True, 'Sunday afternoon': True}",0,0,0,0,0
c987a232-e738-47c0-8e54-f6bfd9f2a16b,Sofia Miralbell,sofia_miralbell@gmail.com,19,2nd year,M,Universitat de Barcelona (UB),Vegetarian,"{'Computer Vision': 6, 'Rust': 5, 'Data Analysis': 2, 'MongoDB': 6, 'Go': 3, 'Python': 6, 'Agile Methodology': 5}",Intermediate,4,"['Fintech', 'Quantum', 'Lifehacks', 'Blockchain', 'Social Good', 'Databases', 'Enterprise', 'Productivity']",Development,"['AED Challenge', 'Restb.ai Challenge', 'Mango Challenge']","['English', 'Catalan']",[],4,"{'Saturday morning': True, 'Saturday afternoon': True, 'Saturday night': True, 'Sunday morning': True, 'Sunday afternoon': True}",0,0,0,0,0
d968f665-4353-487e-9c71-520a23c808a0,Aurélia Windsor,aurlia_windsor@gmail.com,20,3rd year,L,CentraleSupélec,None,"{'Android Development': 4, 'Java': 2, 'Blockchain': 3, 'Go': 4, 'Agile Methodology': 4}",Intermediate,2,"['Social Good', 'IoT', 'Machine Learning/AI', 'AR/VR', 'Communication', 'Voice skills', 'Health']",Development,"['Mango Challenge', 'AED Challenge', 'Restb.ai Challenge']","['English', 'French']",[],4,"{'Saturday morning': True, 'Saturday afternoon': True, 'Saturday night': True, 'Sunday morning': True, 'Sunday afternoon': True}",0,0,0,0,0
2811f7b6-1730-4db2-9561-f0beeeb18620,Sofia Rodriguez,sofia_rodriguez@gmail.com,21,4th year,XL,Universidad de Valencia,None,"{'iOS Development': 8, 'Flutter': 8, 'Git': 8, 'TypeScript': 6, 'Android Development': 7, 'TensorFlow': 8, 'React': 5, 'MongoDB': 5, 'Figma': 8, 'PostgreSQL': 9, 'JavaScript': 8, 'UI/UX Design': 5, 'IoT': 6}",Advanced,4,"['Mobile', 'Blockchain', 'Social Good']",Development,"['AED Challenge', 'Mango Challenge', 'Restb.ai Challenge']","['English', 'Spanish']",[],4,"{'Saturday morning': True, 'Saturday afternoon': True, 'Saturday night': True, 'Sunday morning': True, 'Sunday afternoon': True}",0,0,0,0,0
f77aaea7-6e9e-4fac-b919-cdddd1c11c14,Aurèlia Fleur Morelli,aurlia_fleur_morelli@gmail.com,21,3rd year,M,Universitat de Lleida (UDL),None,"{'iOS Development': 3, 'Docker': 3, 'Rust': 7, 'Flask': 3, 'JavaScript': 3, 'React Native': 3, 'Flutter': 7, 'TypeScript': 5, 'SQL': 5, 'Data Analysis': 9, 'C++': 9}",Advanced,7,"['Machine Learning/AI', 'Web', 'Blockchain']",Development,"['Restb.ai Challenge', 'Mango Challenge', 'AED Challenge']","['Catalan', 'French', 'Italian']",[],4,"{'Saturday morning': True, 'Saturday afternoon': True, 'Saturday night': True, 'Sunday morning': True, 'Sunday afternoon': True}",0,0,0,0,0
553ec5f7-34b6-4926-93de-c6f71f9b39b7,Aurora Isabella,aurora_isabella@gmail.com,18,2nd year,M,Universidad Complutense de Madrid,Vegan,"{'TensorFlow': 5, 'MongoDB': 2, 'iOS Development': 6, 'React Native': 3, 'IoT': 6, 'Machine Learning': 7, 'Blockchain': 4, 'Go': 4, 'Android Development': 4}",Intermediate,5,"['Education', 'E-commerce/Retail', 'AR/VR', 'Blockchain', 'Web', 'Mobile', 'DevOps']",Don't know,"['Restb.ai Challenge', 'Mango Challenge', 'AED Challenge']","['English', 'Spanish']",[],4,"{'Saturday morning': True, 'Saturday afternoon': True, 'Saturday night': True, 'Sunday morning': True, 'Sunday afternoon': True}",0,0,0,0,0
45652493-3559-4233-9b9c-23010dc7f814,Anna María Garcia,anna_mara_garcia@gmail.com,18,2nd year,M,Universitat de Barcelona (UB),None,"{'iOS Development': 7, 'Figma': 6, 'PyTorch': 3, 'Android Development': 7, 'Flutter': 6, 'Natural Language Processing': 7, 'AWS/Azure/GCP': 4, 'IoT': 4}",Intermediate,1,"['Fintech', 'Databases', 'Cybersecurity', 'Lifehacks', 'Quantum', 'Design', 'DevOps', 'Voice skills']",Visualization,"['AED Challenge', 'Mango Challenge', 'Restb.ai Challenge']","['English', 'Catalan']",[],4,"{'Saturday morning': True, 'Saturday afternoon': True, 'Saturday night': True, 'Sunday morning': True, 'Sunday afternoon': True}",0,0,0,0,0
662230f0-a069-402e-8270-5e7bce63718d,Emma Winters,emma_winters@gmail.com,20,3rd year,L,Universitat Internacional de Catalunya (UIC),Vegan,"{'Agile Methodology': 4, 'Computer Vision': 6, 'Git': 4, 'SQL': 2, 'Rust': 7, 'Figma': 5, 'Java': 4, 'Data Analysis': 6, 'React Native': 2}",Intermediate,5,"['Design', 'Social Good', 'Blockchain', 'Productivity']",Development,"['Mango Challenge', 'AED Challenge', 'Restb.ai Challenge']",['English'],[],4,"{'Saturday morning': True, 'Saturday afternoon': True, 'Saturday night': True, 'Sunday morning': True, 'Sunday afternoon': True}",0,0,0,0,0
9e3dec53-3ad8-41b8-a045-6af0fe28b9f7,Aurélien Langdon,aurlien_langdon@gmail.com,21,3rd year,M,École Polytechnique,None,"{'Rust': 5, 'Android Development': 6, 'iOS Development': 3, 'Natural Language Processing': 5, 'Agile Methodology': 3, 'AWS/Azure/GCP': 5, 'TypeScript': 2}",Intermediate,4,"['Blockchain', 'Design', 'AR/VR', 'Social Good', 'Robotic Process Automation', 'Machine Learning/AI', 'Cybersecurity', 'E-commerce/Retail', 'Web']",Development,"['Mango Challenge', 'AED Challenge', 'Restb.ai Challenge']","['English', 'French']",[],4,"{'Saturday morning': True, 'Saturday afternoon': True, 'Saturday night': True, 'Sunday morning': False, 'Sunday afternoon': True}",0,0,0,0,0
